[Script Info]
; Script generated by Aegisub 3.2.1
; http://www.aegisub.org/
Title: YYeTs
Original Script: YYeTs
Synch Point: 1
ScriptType: v4.00+

[Aegisub Project Garbage]
Scroll Position: 559
Active Line: 562
Video Position: 2380

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:07.48,0:00:11.99,*Default,NTP,0,0,0,,一杯超大純瑪格麗塔
Dialogue: 0,0:00:12.62,0:00:14.97,*Default,NTP,0,0,0,,-謝謝  理查德  -你怎么搞這么久
Dialogue: 0,0:00:14.97,0:00:17.19,*Default,NTP,0,0,0,,我...額...遇到了個妹子
Dialogue: 0,0:00:17.46,0:00:19.20,*Default,NTP,0,0,0,,是酒保吧  她在那上班
Dialogue: 0,0:00:19.20,0:00:20.80,*Default,NTP,0,0,0,,不不  是真的妹子
Dialogue: 0,0:00:20.80,0:00:23.41,*Default,NTP,0,0,0,,我還要到了她的電話號碼
Dialogue: 0,0:00:23.42,0:00:25.67,*Default,NTP,0,0,0,,看看你個大情圣
Dialogue: 0,0:00:25.82,0:00:27.38,*Default,NTP,0,0,0,,這個人在哪
Dialogue: 0,0:00:28.26,0:00:30.48,*Default,NTP,0,0,0,,她就在那邊
Dialogue: 0,0:00:31.50,0:00:34.22,*Default,NTP,0,0,0,,-那個挺高的伙計嗎  -不  他后面
Dialogue: 0,0:00:34.22,0:00:35.04,*Default,NTP,0,0,0,,她肯定是躲在
Dialogue: 0,0:00:35.04,0:00:36.94,*Default,NTP,0,0,0,,那個穿紅毛衣的漂亮妹子后面了
Dialogue: 0,0:00:36.94,0:00:39.53,*Default,NTP,0,0,0,,不不  就是穿紅衣服的那個
Dialogue: 0,0:00:39.53,0:00:40.53,*Default,NTP,0,0,0,,我們能別盯著她看嗎
Dialogue: 0,0:00:40.53,0:00:42.33,*Default,NTP,0,0,0,,她太正點了
Dialogue: 0,0:00:42.33,0:00:43.72,*Default,NTP,0,0,0,,你確定不是那個高個伙計嗎
Dialogue: 0,0:00:43.73,0:00:45.91,*Default,NTP,0,0,0,,為什么我們會驚訝于
Dialogue: 0,0:00:45.91,0:00:48.50,*Default,NTP,0,0,0,,年輕的理查德受女士們青睞呢
Dialogue: 0,0:00:48.56,0:00:51.14,*Default,NTP,0,0,0,,畢竟他又牛逼了  女人們喜歡這樣的
Dialogue: 0,0:00:51.14,0:00:53.64,*Default,NTP,0,0,0,,所以她是專釣公司創始人的咯
Dialogue: 0,0:00:53.64,0:00:55.70,*Default,NTP,0,0,0,,才不是  才不是那樣呢
Dialogue: 0,0:00:55.70,0:00:58.33,*Default,NTP,0,0,0,,但你告訴她你是自己公司的CEO了嗎
Dialogue: 0,0:00:58.33,0:01:00.32,*Default,NTP,0,0,0,,提到了  但說實話
Dialogue: 0,0:01:00.32,0:01:01.89,*Default,NTP,0,0,0,,不然我要怎么解釋
Dialogue: 0,0:01:01.89,0:01:03.11,*Default,NTP,0,0,0,,我跟我朋友們去酒吧這事
Dialogue: 0,0:01:03.11,0:01:04.19,*Default,NTP,0,0,0,,確實有點道理
Dialogue: 0,0:01:04.19,0:01:05.61,*Default,NTP,0,0,0,,每次你在一個妹子身邊時
Dialogue: 0,0:01:05.61,0:01:07.46,*Default,NTP,0,0,0,,解釋原因很重要
Dialogue: 0,0:01:07.47,0:01:09.64,*Default,NTP,0,0,0,,不然她們就會疑神疑鬼
Dialogue: 0,0:01:09.64,0:01:10.93,*Default,NTP,0,0,0,,男士們
Dialogue: 0,0:01:12.20,0:01:16.12,*Default,NTP,0,0,0,,敬'魔笛手'過去及現在的CEO
Dialogue: 0,0:01:16.12,0:01:20.09,*Default,NTP,0,0,0,,-那未來呢  -賈里德  那個以后再說
