[Script Info]
; Script generated by Aegisub 3.0.4
; http://www.aegisub.org/
Title:YYeTs
Original Script:YYeTs
Synch Point:1
ScriptType: v4.00+
Audio URI: Silicon.Valley.S02E08.720p.HDTV.x264-IMMERSE.mkv
Scroll Position: 600
Active Line: 609
Video Zoom Percent: 0.625
Video File: Silicon.Valley.S02E08.720p.HDTV.x264-IMMERSE.mkv
YCbCr Matrix: TV.601
Video Aspect Ratio: c1.77778
Video Position: 3547
Collisions:Normal

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,方正黑体_GBK,20,&H00FFFFFF,&HF0000000,&H00000000,&H32000000,0,0,0,0,100,100,0,0,1,2,1,2,5,5,2,134

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:00:06.27,0:00:08.36,*Default,NTP,0,0,0,,太棒了  我們剛剛給了
Dialogue: 0,0:00:08.36,0:00:10.25,*Default,NTP,0,0,0,,'尾幀'那幫混蛋當頭一擊
Dialogue: 0,0:00:10.25,0:00:11.22,*Default,NTP,0,0,0,,我不確定
Dialogue: 0,0:00:11.45,0:00:12.82,*Default,NTP,0,0,0,,媽的
Dialogue: 0,0:00:16.11,0:00:17.13,*Default,NTP,0,0,0,,理查德
Dialogue: 0,0:00:18.43,0:00:20.42,*Default,NTP,0,0,0,,我剛接到'尾幀'的馬克打來的電話
Dialogue: 0,0:00:20.42,0:00:21.75,*Default,NTP,0,0,0,,好吧
Dialogue: 0,0:00:22.11,0:00:24.25,*Default,NTP,0,0,0,,很抱歉我們沒談攏  羅斯
Dialogue: 0,0:00:24.26,0:00:28.74,*Default,NTP,0,0,0,,但這個評測對我們來說至關重要
Dialogue: 0,0:00:28.74,0:00:30.59,*Default,NTP,0,0,0,,我們應該趕緊開始
Dialogue: 0,0:00:30.59,0:00:32.31,*Default,NTP,0,0,0,,-還有很多事情要做  -沒錯
Dialogue: 0,0:00:32.89,0:00:35.09,*Default,NTP,0,0,0,,我們是有很多事情要做  理查德
Dialogue: 0,0:00:35.34,0:00:36.47,*Default,NTP,0,0,0,,很多
Dialogue: 0,0:00:38.07,0:00:40.74,*Default,NTP,0,0,0,,今天我們要喝完這一整瓶龍舌蘭
Dialogue: 0,0:00:41.50,0:00:43.33,*Default,NTP,0,0,0,,-什么  -來評測  小婊砸
Dialogue: 0,0:00:43.69,0:00:46.14,*Default,NTP,0,0,0,,我們來狂歡  喝一杯
Dialogue: 0,0:00:47.12,0:00:48.54,*Default,NTP,0,0,0,,-我...我不喝  -理查德
Dialogue: 0,0:00:49.18,0:00:50.51,*Default,NTP,0,0,0,,這是我的自創品牌
Dialogue: 0,0:00:50.74,0:00:52.03,*Default,NTP,0,0,0,,三逗號
Dialogue: 0,0:00:52.39,0:00:53.83,*Default,NTP,0,0,0,,你知道這在西班牙語里是什么意思嗎
Dialogue: 0,0:00:53.98,0:00:55.21,*Default,NTP,0,0,0,,-三逗...  -不
Dialogue: 0,0:00:56.00,0:00:57.17,*Default,NTP,0,0,0,,是三逗號
Dialogue: 0,0:00:57.17,0:00:58.45,*Default,NTP,0,0,0,,這就是當我們打敗'尾幀'
Dialogue: 0,0:00:58.45,0:01:00.70,*Default,NTP,0,0,0,,狠狠賺上一筆之后
Dialogue: 0,0:01:00.70,0:01:02.63,*Default,NTP,0,0,0,,我將擁有的錢數
Dialogue: 0,0:01:02.63,0:01:04.31,*Default,NTP,0,0,0,,我說的沒錯吧  來吧  喝一杯
Dialogue: 0,0:01:04.31,0:01:06.50,*Default,NTP,0,0,0,,所以你沒生氣
Dialogue: 0,0:01:06.51,0:01:07.68,*Default,NTP,0,0,0,,當然沒有
Dialogue: 0,0:01:08.98,0:01:12.48,*Default,NTP,0,0,0,,好吧  我就只喝一杯
Dialogue: 0,0:01:12.48,0:01:16.32,*Default,NTP,0,0,0,,我們要為重回十億富翁干一杯
Dialogue: 0,0:01:16.74,0:01:17.80,*Default,NTP,0,0,0,,好吧
Dialogue: 0,0:01:17.80,0:01:19.07,*Default,NTP,0,0,0,,敬重回十億
Dialogue: 0,0:01:19.07,0:01:20.76,*Default,NTP,0,0,0,,-敬重回十億  -沒錯
Dialogue: 0,0:01:26.61,0:01:27.67,*Default,NTP,0,0,0,,再來一杯嗎
Dialogue: 0,0:01:30.35,0:01:31.38,*Default,NTP,0,0,0,,羅斯
Dialogue: 0,0:01:33.12,0:01:35.79,*Default,NTP,0,0,0,,我們需要給律師付錢
Dialogue: 0,0:01:35.79,0:01:38.51,*Default,NTP,0,0,0,,給工程師發工資
Dialogue: 0,0:01:38.51,0:01:42.25,*Default,NTP,0,0,0,,所以你走前能再給我們寫一張支票嗎
Dialogue: 0,0:01:42.34,0:01:44.70,*Default,NTP,0,0,0,,什么  不行  理查德  現在給你錢
Dialogue: 0,0:01:44.70,0:01:46.47,*Default,NTP,0,0,0,,只會害了你
Dialogue: 0,0:01:47.49,0:01:48.49,*Default,NTP,0,0,0,,什么  為什么  怎么會
Dialogue: 0,0:01:48.49,0:01:49.52,*Default,NTP,0,0,0,,看看剛發生了什么吧
Dialogue: 0,0:01:49.52,0:01:52.32,*Default,NTP,0,0,0,,我威脅撤資  你就變成了一頭餓狼
Dialogue: 0,0:01:52.32,0:01:55.38,*Default,NTP,0,0,0,,殺出一條通向一千五百萬訂單的血路
Dialogue: 0,0:01:55.38,0:01:57.02,*Default,NTP,0,0,0,,等你贏了這次評測
Dialogue: 0,0:01:57.02,0:01:58.38,*Default,NTP,0,0,0,,就因為我不給你錢
Dialogue: 0,0:01:58.38,0:02:01.87,*Default,NTP,0,0,0,,等我重回三逗號俱樂部
Dialogue: 0,0:02:02.94,0:02:04.42,*Default,NTP,0,0,0,,我向你保證  理查德
Dialogue: 0,0:02:04.70,0:02:06.78,*Default,NTP,0,0,0,,我會回到這來  你我將一起
Dialogue: 0,0:02:06.78,0:02:09.56,*Default,NTP,0,0,0,,擦亮這三逗號酒瓶
Dialogue: 0,0:02:09.58,0:02:10.85,*Default,NTP,0,0,0,,把它高高地掛起來
Dialogue: 0,0:02:12.01,0:02:14.26,*Default,NTP,0,0,0,,來啊  別讓我干等著
Dialogue: 0,0:02:15.54,0:02:17.68,*Default,NTP,0,0,0,,就是這樣  就該這么做生意
Dialogue: 0,0:02:28.78,0:02:32.04,*Default,NTP,0,0,0,,'紐核力'廣告購買量將是史上最多
Dialogue: 0,0:02:32.04,0:02:35.60,*Default,NTP,0,0,0,,產品曝光度史無前例
Dialogue: 0,0:02:35.60,0:02:39.04,*Default,NTP,0,0,0,,只有我一個人擔心曝光過度嗎
Dialogue: 0,0:02:39.19,0:02:42.15,*Default,NTP,0,0,0,,我們還沒見到平臺
Dialogue: 0,0:02:42.15,0:02:44.60,*Default,NTP,0,0,0,,但我們計劃將'紐核力'推向
Dialogue: 0,0:02:44.60,0:02:47.38,*Default,NTP,0,0,0,,有影響力的技術記者和博主
Dialogue: 0,0:02:47.38,0:02:49.50,*Default,NTP,0,0,0,,因為毫無疑問  他們一看到'紐核力'
Dialogue: 0,0:02:49.50,0:02:54.16,*Default,NTP,0,0,0,,抱歉  這策略聽起來太循規蹈矩
Dialogue: 0,0:02:54.19,0:02:56.74,*Default,NTP,0,0,0,,何不更有創意一點
Dialogue: 0,0:02:56.74,0:02:59.10,*Default,NTP,0,0,0,,讓'紐核力'保持神秘
Dialogue: 0,0:02:59.10,0:03:01.61,*Default,NTP,0,0,0,,直到明年一月正式發布的時候
Dialogue: 0,0:03:02.12,0:03:04.72,*Default,NTP,0,0,0,,蓋文  抱歉這么問
Dialogue: 0,0:03:05.11,0:03:06.99,*Default,NTP,0,0,0,,但'紐核力'還順利嗎
Dialogue: 0,0:03:07.62,0:03:09.48,*Default,NTP,0,0,0,,我們還跟得上進度  是嗎
Dialogue: 0,0:03:09.48,0:03:11.70,*Default,NTP,0,0,0,,因為由于你的保證
Dialogue: 0,0:03:11.70,0:03:15.03,*Default,NTP,0,0,0,,我們為它的表現投入了相當大的財力與人力
Dialogue: 0,0:03:16.71,0:03:19.29,*Default,NTP,0,0,0,,董事會的先生們  以及瑞秋
Dialogue: 0,0:03:19.37,0:03:21.02,*Default,NTP,0,0,0,,仔細聽我說
Dialogue: 0,0:03:21.07,0:03:23.43,*Default,NTP,0,0,0,,'紐核力'一切如常
Dialogue: 0,0:03:23.43,0:03:25.09,*Default,NTP,0,0,0,,我向你們保證
Dialogue: 0,0:03:25.09,0:03:27.16,*Default,NTP,0,0,0,,如果它有一點不盡如人意的地方
Dialogue: 0,0:03:27.17,0:03:29.58,*Default,NTP,0,0,0,,有人將會為此負責
Dialogue: 0,0:03:30.69,0:03:31.87,*Default,NTP,0,0,0,,我
Dialogue: 0,0:03:32.15,0:03:34.02,*Default,NTP,0,0,0,,你想讓我重回'互利'
Dialogue: 0,0:03:34.64,0:03:36.52,*Default,NTP,0,0,0,,不行  太晚了
Dialogue: 0,0:03:36.53,0:03:38.28,*Default,NTP,0,0,0,,我已經接了麻省理工大學的終身教職
Dialogue: 0,0:03:38.29,0:03:40.04,*Default,NTP,0,0,0,,我的妻子  孩子  母親
Dialogue: 0,0:03:40.04,0:03:41.81,*Default,NTP,0,0,0,,都已經回到波士頓了
Dialogue: 0,0:03:42.29,0:03:44.23,*Default,NTP,0,0,0,,我來找你是因為我信任你
Dialogue: 0,0:03:44.23,0:03:47.92,*Default,NTP,0,0,0,,我相信我們之前對你的信任不夠
Dialogue: 0,0:03:47.92,0:03:49.19,*Default,NTP,0,0,0,,的確不夠
Dialogue: 0,0:03:49.19,0:03:51.41,*Default,NTP,0,0,0,,'未知數'部門配不上你的才華
Dialogue: 0,0:03:51.43,0:03:53.03,*Default,NTP,0,0,0,,你一定感覺到了  我感覺到了
Dialogue: 0,0:03:53.03,0:03:55.90,*Default,NTP,0,0,0,,要不我為什么要把它交給達頭蒂
Dialogue: 0,0:03:56.22,0:03:58.92,*Default,NTP,0,0,0,,'未知數'部門關注的是遙遠的未來
Dialogue: 0,0:03:58.92,0:04:01.39,*Default,NTP,0,0,0,,但我們等不及了  我們現在就需要你
Dialogue: 0,0:04:01.39,0:04:04.62,*Default,NTP,0,0,0,,來帶領我們至關重要的核心業務
Dialogue: 0,0:04:04.62,0:04:07.77,*Default,NTP,0,0,0,,比如'紐核力'
Dialogue: 0,0:04:08.92,0:04:11.19,*Default,NTP,0,0,0,,對不起  你是要讓我
Dialogue: 0,0:04:11.42,0:04:13.52,*Default,NTP,0,0,0,,全權領導'紐核力'嗎
Dialogue: 0,0:04:13.52,0:04:17.11,*Default,NTP,0,0,0,,沒錯  有且只有你
Dialogue: 0,0:04:17.11,0:04:19.62,*Default,NTP,0,0,0,,你將得到信任和榮光
Dialogue: 0,0:04:19.62,0:04:21.55,*Default,NTP,0,0,0,,戴維斯·班納奇的名字
Dialogue: 0,0:04:21.55,0:04:24.94,*Default,NTP,0,0,0,,將會與'紐核力'緊密相連
Dialogue: 0,0:04:26.27,0:04:27.80,*Default,NTP,0,0,0,,將來很有可能大家都會認為
Dialogue: 0,0:04:27.80,0:04:29.57,*Default,NTP,0,0,0,,我與'紐核力'毫無關聯
Dialogue: 0,0:04:32.56,0:04:35.82,*Default,NTP,0,0,0,,先生們  不用再往卡車里搬了  停
Dialogue: 0,0:04:38.71,0:04:41.82,*Default,NTP,0,0,0,,誰解決了轉碼工作流  是我
Dialogue: 0,0:04:41.90,0:04:43.44,*Default,NTP,0,0,0,,干得好  卡爾拉
